"","data_somministrazione","area","fascia_anagrafica","sesso_maschile","sesso_femminile","categoria_operatori_sanitari_sociosanitari","categoria_personale_non_sanitario","categoria_ospiti_rsa"
"1557",2021-01-07,"ABR","16-19",0,0,0,0,0
"1558",2021-01-07,"ABR","20-29",51,129,179,1,0
"1559",2021-01-07,"ABR","30-39",96,204,298,2,0
"1560",2021-01-07,"ABR","40-49",128,328,446,10,0
"1561",2021-01-07,"ABR","50-59",151,361,496,16,0
"1562",2021-01-07,"ABR","60-69",137,121,250,8,0
"1563",2021-01-07,"ABR","70-79",9,1,10,0,0
"1564",2021-01-07,"ABR","80-89",0,0,0,0,0
"1565",2021-01-07,"ABR","90+",0,0,0,0,0
"1566",2021-01-07,"BAS","16-19",0,0,0,0,0
"1567",2021-01-07,"BAS","20-29",14,21,34,1,0
"1568",2021-01-07,"BAS","30-39",36,36,71,0,1
"1569",2021-01-07,"BAS","40-49",61,85,141,3,2
"1570",2021-01-07,"BAS","50-59",91,102,190,2,1
"1571",2021-01-07,"BAS","60-69",109,65,171,1,2
"1572",2021-01-07,"BAS","70-79",8,3,5,1,5
"1573",2021-01-07,"BAS","80-89",5,5,0,0,10
"1574",2021-01-07,"BAS","90+",1,5,0,0,6
"1575",2021-01-07,"CAL","16-19",0,0,0,0,0
"1576",2021-01-07,"CAL","20-29",74,84,128,30,0
"1577",2021-01-07,"CAL","30-39",220,246,434,32,0
"1578",2021-01-07,"CAL","40-49",254,310,487,77,0
"1579",2021-01-07,"CAL","50-59",411,532,851,92,0
"1580",2021-01-07,"CAL","60-69",441,276,650,67,0
"1581",2021-01-07,"CAL","70-79",25,2,26,1,0
"1582",2021-01-07,"CAL","80-89",1,4,3,2,0
"1583",2021-01-07,"CAL","90+",0,0,0,0,0
"1584",2021-01-07,"CAM","16-19",3,2,5,0,0
"1585",2021-01-07,"CAM","20-29",204,354,499,59,0
"1586",2021-01-07,"CAM","30-39",654,813,1285,182,0
"1587",2021-01-07,"CAM","40-49",645,1055,1453,244,3
"1588",2021-01-07,"CAM","50-59",1148,1441,2096,474,19
"1589",2021-01-07,"CAM","60-69",1265,831,1717,353,26
"1590",2021-01-07,"CAM","70-79",157,45,107,19,76
"1591",2021-01-07,"CAM","80-89",48,97,13,10,122
"1592",2021-01-07,"CAM","90+",15,71,1,3,82
"1593",2021-01-07,"EMR","16-19",4,2,2,4,0
"1594",2021-01-07,"EMR","20-29",281,699,699,279,2
"1595",2021-01-07,"EMR","30-39",675,1063,1206,530,2
"1596",2021-01-07,"EMR","40-49",619,1582,1523,672,6
"1597",2021-01-07,"EMR","50-59",693,1882,1741,814,20
"1598",2021-01-07,"EMR","60-69",603,771,847,495,32
"1599",2021-01-07,"EMR","70-79",280,99,101,159,119
"1600",2021-01-07,"EMR","80-89",126,256,9,95,278
"1601",2021-01-07,"EMR","90+",51,290,2,73,266
"1602",2021-01-07,"FVG","16-19",0,2,0,2,0
"1603",2021-01-07,"FVG","20-29",93,180,197,76,0
"1604",2021-01-07,"FVG","30-39",131,247,325,53,0
"1605",2021-01-07,"FVG","40-49",135,345,418,62,0
"1606",2021-01-07,"FVG","50-59",157,404,476,83,2
"1607",2021-01-07,"FVG","60-69",125,126,214,33,4
"1608",2021-01-07,"FVG","70-79",41,12,30,5,18
"1609",2021-01-07,"FVG","80-89",25,22,8,1,38
"1610",2021-01-07,"FVG","90+",10,33,0,0,43
"1611",2021-01-07,"LAZ","16-19",8,10,16,0,2
"1612",2021-01-07,"LAZ","20-29",297,555,793,58,1
"1613",2021-01-07,"LAZ","30-39",490,822,1168,141,3
"1614",2021-01-07,"LAZ","40-49",508,1089,1370,212,15
"1615",2021-01-07,"LAZ","50-59",697,1273,1616,317,37
"1616",2021-01-07,"LAZ","60-69",570,604,991,120,63
"1617",2021-01-07,"LAZ","70-79",98,81,68,17,94
"1618",2021-01-07,"LAZ","80-89",49,158,14,21,172
"1619",2021-01-07,"LAZ","90+",29,104,9,15,109
"1620",2021-01-07,"LIG","16-19",3,2,1,4,0
"1621",2021-01-07,"LIG","20-29",72,167,185,54,0
"1622",2021-01-07,"LIG","30-39",164,250,348,65,1
"1623",2021-01-07,"LIG","40-49",183,477,559,99,2
"1624",2021-01-07,"LIG","50-59",287,654,761,169,11
"1625",2021-01-07,"LIG","60-69",242,218,360,83,17
"1626",2021-01-07,"LIG","70-79",56,51,12,23,72
"1627",2021-01-07,"LIG","80-89",45,148,1,5,187
"1628",2021-01-07,"LIG","90+",27,132,2,0,157
"1629",2021-01-07,"LOM","16-19",3,7,7,3,0
"1630",2021-01-07,"LOM","20-29",355,760,1012,103,0
"1631",2021-01-07,"LOM","30-39",672,1186,1678,180,0
"1632",2021-01-07,"LOM","40-49",668,1725,2119,273,1
"1633",2021-01-07,"LOM","50-59",952,2440,2878,509,5
"1634",2021-01-07,"LOM","60-69",593,686,1067,190,22
"1635",2021-01-07,"LOM","70-79",74,62,51,11,74
"1636",2021-01-07,"LOM","80-89",47,190,2,2,233
"1637",2021-01-07,"LOM","90+",30,189,0,0,219
"1638",2021-01-07,"MAR","16-19",0,0,0,0,0
"1639",2021-01-07,"MAR","20-29",73,146,201,18,0
"1640",2021-01-07,"MAR","30-39",185,271,424,32,0
"1641",2021-01-07,"MAR","40-49",153,352,462,43,0
"1642",2021-01-07,"MAR","50-59",186,409,504,91,0
"1643",2021-01-07,"MAR","60-69",121,129,215,35,0
"1644",2021-01-07,"MAR","70-79",23,1,23,1,0
"1645",2021-01-07,"MAR","80-89",0,0,0,0,0
"1646",2021-01-07,"MAR","90+",0,0,0,0,0
"1647",2021-01-07,"MOL","16-19",0,0,0,0,0
"1648",2021-01-07,"MOL","20-29",14,12,19,7,0
"1649",2021-01-07,"MOL","30-39",30,31,51,10,0
"1650",2021-01-07,"MOL","40-49",32,62,80,14,0
"1651",2021-01-07,"MOL","50-59",52,114,145,20,1
"1652",2021-01-07,"MOL","60-69",45,59,90,6,8
"1653",2021-01-07,"MOL","70-79",11,12,1,1,21
"1654",2021-01-07,"MOL","80-89",16,44,0,3,57
"1655",2021-01-07,"MOL","90+",8,52,0,1,59
"1656",2021-01-07,"PAB","16-19",0,2,0,2,0
"1657",2021-01-07,"PAB","20-29",31,43,55,19,0
"1658",2021-01-07,"PAB","30-39",43,80,100,23,0
"1659",2021-01-07,"PAB","40-49",62,160,176,46,0
"1660",2021-01-07,"PAB","50-59",92,193,184,101,0
"1661",2021-01-07,"PAB","60-69",42,35,56,21,0
"1662",2021-01-07,"PAB","70-79",5,3,2,1,5
"1663",2021-01-07,"PAB","80-89",6,10,0,0,16
"1664",2021-01-07,"PAB","90+",4,3,0,0,7
"1665",2021-01-07,"PAT","16-19",0,2,1,1,0
"1666",2021-01-07,"PAT","20-29",15,80,90,5,0
"1667",2021-01-07,"PAT","30-39",41,70,104,7,0
"1668",2021-01-07,"PAT","40-49",45,112,142,15,0
"1669",2021-01-07,"PAT","50-59",45,127,150,16,6
"1670",2021-01-07,"PAT","60-69",20,45,42,5,18
"1671",2021-01-07,"PAT","70-79",27,44,3,1,67
"1672",2021-01-07,"PAT","80-89",41,136,0,1,176
"1673",2021-01-07,"PAT","90+",15,115,0,0,130
"1674",2021-01-07,"PIE","16-19",11,10,19,2,0
"1675",2021-01-07,"PIE","20-29",164,338,446,56,0
"1676",2021-01-07,"PIE","30-39",313,523,751,85,0
"1677",2021-01-07,"PIE","40-49",298,879,1005,172,0
"1678",2021-01-07,"PIE","50-59",472,1254,1333,393,0
"1679",2021-01-07,"PIE","60-69",325,327,505,140,7
"1680",2021-01-07,"PIE","70-79",49,12,25,18,18
"1681",2021-01-07,"PIE","80-89",29,49,3,2,73
"1682",2021-01-07,"PIE","90+",3,44,1,0,46
"1683",2021-01-07,"PUG","16-19",2,0,2,0,0
"1684",2021-01-07,"PUG","20-29",134,283,408,9,0
"1685",2021-01-07,"PUG","30-39",385,499,847,37,0
"1686",2021-01-07,"PUG","40-49",448,749,1116,79,2
"1687",2021-01-07,"PUG","50-59",623,865,1386,101,1
"1688",2021-01-07,"PUG","60-69",534,384,820,88,10
"1689",2021-01-07,"PUG","70-79",33,31,25,0,39
"1690",2021-01-07,"PUG","80-89",21,89,5,1,104
"1691",2021-01-07,"PUG","90+",12,47,0,0,59
"1692",2021-01-07,"SAR","16-19",0,1,1,0,0
"1693",2021-01-07,"SAR","20-29",79,159,222,16,0
"1694",2021-01-07,"SAR","30-39",186,340,456,70,0
"1695",2021-01-07,"SAR","40-49",215,456,563,108,0
"1696",2021-01-07,"SAR","50-59",277,665,806,136,0
"1697",2021-01-07,"SAR","60-69",205,240,397,48,0
"1698",2021-01-07,"SAR","70-79",4,1,4,1,0
"1699",2021-01-07,"SAR","80-89",0,0,0,0,0
"1700",2021-01-07,"SAR","90+",0,0,0,0,0
"1701",2021-01-07,"SIC","16-19",6,9,10,5,0
"1702",2021-01-07,"SIC","20-29",318,491,712,96,1
"1703",2021-01-07,"SIC","30-39",606,779,1215,170,0
"1704",2021-01-07,"SIC","40-49",730,1033,1460,300,3
"1705",2021-01-07,"SIC","50-59",1072,1341,2009,394,10
"1706",2021-01-07,"SIC","60-69",1019,774,1567,211,15
"1707",2021-01-07,"SIC","70-79",117,37,101,19,34
"1708",2021-01-07,"SIC","80-89",38,72,13,5,92
"1709",2021-01-07,"SIC","90+",9,51,1,2,57
"1710",2021-01-07,"TOS","16-19",7,23,26,0,4
"1711",2021-01-07,"TOS","20-29",291,697,977,1,10
"1712",2021-01-07,"TOS","30-39",297,635,908,9,15
"1713",2021-01-07,"TOS","40-49",326,963,1245,5,39
"1714",2021-01-07,"TOS","50-59",422,1177,1518,9,72
"1715",2021-01-07,"TOS","60-69",264,388,590,6,56
"1716",2021-01-07,"TOS","70-79",45,44,21,0,68
"1717",2021-01-07,"TOS","80-89",43,153,3,0,193
"1718",2021-01-07,"TOS","90+",28,130,1,0,157
"1719",2021-01-07,"UMB","16-19",0,0,0,0,0
"1720",2021-01-07,"UMB","20-29",12,43,55,0,0
"1721",2021-01-07,"UMB","30-39",55,128,183,0,0
"1722",2021-01-07,"UMB","40-49",67,151,215,2,1
"1723",2021-01-07,"UMB","50-59",94,265,338,1,20
"1724",2021-01-07,"UMB","60-69",69,72,105,1,35
"1725",2021-01-07,"UMB","70-79",32,34,3,0,63
"1726",2021-01-07,"UMB","80-89",52,131,0,0,183
"1727",2021-01-07,"UMB","90+",12,105,0,0,117
"1728",2021-01-07,"VDA","16-19",0,0,0,0,0
"1729",2021-01-07,"VDA","20-29",12,14,26,0,0
"1730",2021-01-07,"VDA","30-39",20,30,50,0,0
"1731",2021-01-07,"VDA","40-49",25,50,75,0,0
"1732",2021-01-07,"VDA","50-59",24,56,79,0,1
"1733",2021-01-07,"VDA","60-69",27,13,39,0,1
"1734",2021-01-07,"VDA","70-79",4,2,4,0,2
"1735",2021-01-07,"VDA","80-89",1,1,0,0,2
"1736",2021-01-07,"VDA","90+",0,0,0,0,0
"1737",2021-01-07,"VEN","16-19",0,5,2,3,0
"1738",2021-01-07,"VEN","20-29",242,550,746,46,0
"1739",2021-01-07,"VEN","30-39",326,708,936,96,2
"1740",2021-01-07,"VEN","40-49",376,1173,1314,225,10
"1741",2021-01-07,"VEN","50-59",542,1595,1723,382,32
"1742",2021-01-07,"VEN","60-69",352,428,581,88,111
"1743",2021-01-07,"VEN","70-79",158,199,33,10,314
"1744",2021-01-07,"VEN","80-89",180,563,4,7,732
"1745",2021-01-07,"VEN","90+",60,538,2,0,596
"1746",2021-01-08,"ABR","16-19",0,0,0,0,0
"1747",2021-01-08,"ABR","20-29",44,96,140,0,0
"1748",2021-01-08,"ABR","30-39",97,186,277,6,0
"1749",2021-01-08,"ABR","40-49",119,271,382,8,0
"1750",2021-01-08,"ABR","50-59",139,359,480,18,0
"1751",2021-01-08,"ABR","60-69",125,183,302,6,0
"1752",2021-01-08,"ABR","70-79",14,3,13,4,0
"1753",2021-01-08,"ABR","80-89",1,1,2,0,0
"1754",2021-01-08,"ABR","90+",0,0,0,0,0
"1755",2021-01-08,"BAS","16-19",0,0,0,0,0
"1756",2021-01-08,"BAS","20-29",4,5,8,1,0
"1757",2021-01-08,"BAS","30-39",14,32,44,2,0
"1758",2021-01-08,"BAS","40-49",26,37,51,11,1
"1759",2021-01-08,"BAS","50-59",32,51,76,6,1
"1760",2021-01-08,"BAS","60-69",59,43,96,3,3
"1761",2021-01-08,"BAS","70-79",3,4,0,0,7
"1762",2021-01-08,"BAS","80-89",3,13,0,0,16
"1763",2021-01-08,"BAS","90+",2,9,0,0,11
"1764",2021-01-08,"CAL","16-19",0,0,0,0,0
"1765",2021-01-08,"CAL","20-29",23,33,46,10,0
"1766",2021-01-08,"CAL","30-39",94,91,171,14,0
"1767",2021-01-08,"CAL","40-49",111,160,237,34,0
"1768",2021-01-08,"CAL","50-59",203,226,391,38,0
"1769",2021-01-08,"CAL","60-69",179,145,302,22,0
"1770",2021-01-08,"CAL","70-79",21,3,23,1,0
"1771",2021-01-08,"CAL","80-89",1,0,1,0,0
"1772",2021-01-08,"CAL","90+",0,0,0,0,0
"1773",2021-01-08,"CAM","16-19",1,7,4,4,0
"1774",2021-01-08,"CAM","20-29",413,576,774,214,1
"1775",2021-01-08,"CAM","30-39",810,933,1385,358,0
"1776",2021-01-08,"CAM","40-49",932,1293,1687,533,5
"1777",2021-01-08,"CAM","50-59",1224,1521,2073,662,10
"1778",2021-01-08,"CAM","60-69",1318,890,1734,453,21
"1779",2021-01-08,"CAM","70-79",160,63,122,62,39
"1780",2021-01-08,"CAM","80-89",34,73,13,15,79
"1781",2021-01-08,"CAM","90+",10,48,0,2,56
"1782",2021-01-08,"EMR","16-19",4,3,3,4,0
"1783",2021-01-08,"EMR","20-29",315,730,694,351,0
"1784",2021-01-08,"EMR","30-39",581,1071,1131,520,1
"1785",2021-01-08,"EMR","40-49",618,1480,1451,644,3
"1786",2021-01-08,"EMR","50-59",661,1908,1672,883,14
"1787",2021-01-08,"EMR","60-69",656,768,828,542,54
"1788",2021-01-08,"EMR","70-79",251,125,128,137,111
"1789",2021-01-08,"EMR","80-89",113,237,12,73,265
"1790",2021-01-08,"EMR","90+",42,251,1,54,238
"1791",2021-01-08,"FVG","16-19",1,1,1,1,0
"1792",2021-01-08,"FVG","20-29",99,198,186,110,1
"1793",2021-01-08,"FVG","30-39",122,198,264,56,0
"1794",2021-01-08,"FVG","40-49",115,332,378,69,0
"1795",2021-01-08,"FVG","50-59",129,407,439,89,8
"1796",2021-01-08,"FVG","60-69",141,126,226,30,11
"1797",2021-01-08,"FVG","70-79",63,34,44,9,44
"1798",2021-01-08,"FVG","80-89",22,67,3,0,86
"1799",2021-01-08,"FVG","90+",10,81,0,1,90
"1800",2021-01-08,"LAZ","16-19",5,18,21,2,0
"1801",2021-01-08,"LAZ","20-29",310,554,798,60,6
"1802",2021-01-08,"LAZ","30-39",440,760,1040,152,8
"1803",2021-01-08,"LAZ","40-49",449,952,1177,191,33
"1804",2021-01-08,"LAZ","50-59",610,1087,1398,244,55
"1805",2021-01-08,"LAZ","60-69",534,492,817,116,93
"1806",2021-01-08,"LAZ","70-79",113,87,41,36,123
"1807",2021-01-08,"LAZ","80-89",81,208,11,27,251
"1808",2021-01-08,"LAZ","90+",19,140,0,2,157
"1809",2021-01-08,"LIG","16-19",4,6,4,6,0
"1810",2021-01-08,"LIG","20-29",84,148,172,59,1
"1811",2021-01-08,"LIG","30-39",135,216,291,57,3
"1812",2021-01-08,"LIG","40-49",188,373,457,86,18
"1813",2021-01-08,"LIG","50-59",252,606,723,112,23
"1814",2021-01-08,"LIG","60-69",207,216,325,82,16
"1815",2021-01-08,"LIG","70-79",50,24,12,18,44
"1816",2021-01-08,"LIG","80-89",36,86,2,5,115
"1817",2021-01-08,"LIG","90+",11,95,0,0,106
"1818",2021-01-08,"LOM","16-19",4,3,2,5,0
"1819",2021-01-08,"LOM","20-29",362,879,1087,154,0
"1820",2021-01-08,"LOM","30-39",664,1256,1702,217,1
"1821",2021-01-08,"LOM","40-49",700,1869,2245,323,1
"1822",2021-01-08,"LOM","50-59",900,2662,3042,515,5
"1823",2021-01-08,"LOM","60-69",604,650,1070,172,12
"1824",2021-01-08,"LOM","70-79",89,40,77,25,27
"1825",2021-01-08,"LOM","80-89",34,94,5,2,121
"1826",2021-01-08,"LOM","90+",11,73,0,1,83
"1827",2021-01-08,"MAR","16-19",0,1,0,1,0
"1828",2021-01-08,"MAR","20-29",58,119,163,14,0
"1829",2021-01-08,"MAR","30-39",138,196,297,33,4
"1830",2021-01-08,"MAR","40-49",123,254,315,54,8
"1831",2021-01-08,"MAR","50-59",133,312,350,87,8
"1832",2021-01-08,"MAR","60-69",104,98,169,30,3
"1833",2021-01-08,"MAR","70-79",31,1,27,4,1
"1834",2021-01-08,"MAR","80-89",3,0,1,1,1
"1835",2021-01-08,"MAR","90+",1,0,1,0,0
"1836",2021-01-08,"MOL","16-19",0,1,0,1,0
"1837",2021-01-08,"MOL","20-29",5,4,3,5,1
"1838",2021-01-08,"MOL","30-39",11,17,20,6,2
"1839",2021-01-08,"MOL","40-49",20,45,45,18,2
"1840",2021-01-08,"MOL","50-59",38,82,85,31,4
"1841",2021-01-08,"MOL","60-69",42,57,79,12,8
"1842",2021-01-08,"MOL","70-79",3,7,2,1,7
"1843",2021-01-08,"MOL","80-89",14,37,0,1,50
"1844",2021-01-08,"MOL","90+",7,39,0,0,46
"1845",2021-01-08,"PAB","16-19",1,1,0,2,0
"1846",2021-01-08,"PAB","20-29",22,58,61,19,0
"1847",2021-01-08,"PAB","30-39",60,100,139,21,0
"1848",2021-01-08,"PAB","40-49",71,176,196,51,0
"1849",2021-01-08,"PAB","50-59",99,193,203,87,2
"1850",2021-01-08,"PAB","60-69",37,60,62,27,8
"1851",2021-01-08,"PAB","70-79",15,6,6,0,15
"1852",2021-01-08,"PAB","80-89",11,19,1,0,29
"1853",2021-01-08,"PAB","90+",4,21,0,0,25
"1854",2021-01-08,"PIE","16-19",6,1,6,1,0
"1855",2021-01-08,"PIE","20-29",175,372,462,84,1
"1856",2021-01-08,"PIE","30-39",308,550,736,122,0
"1857",2021-01-08,"PIE","40-49",336,842,964,213,1
"1858",2021-01-08,"PIE","50-59",436,1210,1241,399,6
"1859",2021-01-08,"PIE","60-69",317,360,512,155,10
"1860",2021-01-08,"PIE","70-79",61,28,34,18,37
"1861",2021-01-08,"PIE","80-89",29,84,6,1,106
"1862",2021-01-08,"PIE","90+",8,40,2,1,45
"1863",2021-01-08,"PUG","16-19",1,0,1,0,0
"1864",2021-01-08,"PUG","20-29",180,282,439,23,0
"1865",2021-01-08,"PUG","30-39",307,492,737,62,0
"1866",2021-01-08,"PUG","40-49",366,625,906,84,1
"1867",2021-01-08,"PUG","50-59",523,824,1219,125,3
"1868",2021-01-08,"PUG","60-69",453,374,765,53,9
"1869",2021-01-08,"PUG","70-79",33,19,17,6,29
"1870",2021-01-08,"PUG","80-89",34,72,3,0,103
"1871",2021-01-08,"PUG","90+",18,57,1,0,74
"1872",2021-01-08,"SAR","16-19",1,0,1,0,0
"1873",2021-01-08,"SAR","20-29",93,189,260,22,0
"1874",2021-01-08,"SAR","30-39",217,364,528,53,0
"1875",2021-01-08,"SAR","40-49",224,469,613,80,0
"1876",2021-01-08,"SAR","50-59",380,701,975,106,0
"1877",2021-01-08,"SAR","60-69",246,268,462,52,0
"1878",2021-01-08,"SAR","70-79",21,3,20,4,0
"1879",2021-01-08,"SAR","80-89",0,1,0,1,0
"1880",2021-01-08,"SAR","90+",0,1,1,0,0
"1881",2021-01-08,"SIC","16-19",7,5,9,3,0
"1882",2021-01-08,"SIC","20-29",243,339,480,102,0
"1883",2021-01-08,"SIC","30-39",489,611,899,201,0
"1884",2021-01-08,"SIC","40-49",678,936,1277,336,1
"1885",2021-01-08,"SIC","50-59",976,1261,1793,439,5
"1886",2021-01-08,"SIC","60-69",833,659,1283,196,13
"1887",2021-01-08,"SIC","70-79",148,46,141,35,18
"1888",2021-01-08,"SIC","80-89",26,51,11,17,49
"1889",2021-01-08,"SIC","90+",15,24,2,4,33
"1890",2021-01-08,"TOS","16-19",6,18,24,0,0
"1891",2021-01-08,"TOS","20-29",377,873,1243,3,4
"1892",2021-01-08,"TOS","30-39",279,672,931,8,12
"1893",2021-01-08,"TOS","40-49",267,888,1125,8,22
"1894",2021-01-08,"TOS","50-59",325,1140,1421,15,29
"1895",2021-01-08,"TOS","60-69",227,318,510,3,32
"1896",2021-01-08,"TOS","70-79",49,33,24,0,58
"1897",2021-01-08,"TOS","80-89",35,96,5,0,126
"1898",2021-01-08,"TOS","90+",14,84,0,0,98
"1899",2021-01-08,"UMB","16-19",0,0,0,0,0
"1900",2021-01-08,"UMB","20-29",20,45,65,0,0
"1901",2021-01-08,"UMB","30-39",53,116,165,2,2
"1902",2021-01-08,"UMB","40-49",61,137,196,0,2
"1903",2021-01-08,"UMB","50-59",72,225,279,6,12
"1904",2021-01-08,"UMB","60-69",68,86,143,0,11
"1905",2021-01-08,"UMB","70-79",20,21,1,2,38
"1906",2021-01-08,"UMB","80-89",27,61,0,0,88
"1907",2021-01-08,"UMB","90+",11,38,0,0,49
"1908",2021-01-08,"VDA","16-19",2,2,4,0,0
"1909",2021-01-08,"VDA","20-29",11,21,32,0,0
"1910",2021-01-08,"VDA","30-39",21,31,50,0,2
"1911",2021-01-08,"VDA","40-49",21,36,56,0,1
"1912",2021-01-08,"VDA","50-59",25,55,75,0,5
"1913",2021-01-08,"VDA","60-69",22,14,36,0,0
"1914",2021-01-08,"VDA","70-79",21,3,21,0,3
"1915",2021-01-08,"VDA","80-89",5,4,1,0,8
"1916",2021-01-08,"VDA","90+",2,3,0,0,5
"1917",2021-01-08,"VEN","16-19",2,5,3,2,2
"1918",2021-01-08,"VEN","20-29",279,600,747,110,22
"1919",2021-01-08,"VEN","30-39",388,823,1020,176,15
"1920",2021-01-08,"VEN","40-49",457,1396,1478,340,35
"1921",2021-01-08,"VEN","50-59",643,1930,1945,522,106
"1922",2021-01-08,"VEN","60-69",557,583,768,182,190
"1923",2021-01-08,"VEN","70-79",169,171,62,15,263
"1924",2021-01-08,"VEN","80-89",152,393,6,10,529
"1925",2021-01-08,"VEN","90+",56,395,1,0,450
